タイムスタンプ,サザンオールスターズ,緑黄色社会,Mr.Children,きゃりーぱみゅぱみゅ,宇多田ヒカル,福山雅治,あいみょん,BTS,日向坂46,エド・シーラン
2021/11/29 19:48:11,4,3,4,1,2,1,5,4,1,3
