タイムスタンプ,LiSA,平井大,宇多田ヒカル,King Gnu,Ado,菅田将暉,SEKAI NO OWARI,BTS,サザンオールスターズ,米津玄師
2021/11/29 19:46:49,4,3,3,4,3,5,4,4,3,4
